lake_id,survey_date,amphibian_species,amphibian_life_stage,amphibian_state,amphibian_number,amphibian_location,amphibian_voucher
10538,8/25/02,RAMU,Adult,Alive,5,in lake,0
10538,8/25/02,RAMU,SubAdult,Alive,505,in lake,0
10538,8/25/02,RAMU,Tadpole,Alive,650,in lake,0
10539,8/27/97,RAMU,Adult,Alive,5,in lake,0
10539,8/27/97,RAMU,SubAdult,Alive,4,in lake,0
10539,8/27/97,RAMU,Tadpole,Alive,56,in lake,0
10539,8/25/02,RAMU,Adult,Alive,4,in lake,0
10539,8/25/02,RAMU,SubAdult,Alive,12,in lake,0
10539,8/25/02,RAMU,Tadpole,Alive,320,fringing habitat,0
10542,7/18/00,HYRE,Tadpole,Alive,150,fringing habitat,0
10543,7/18/00,HYRE,Tadpole,Alive,143,in lake,0
10543,7/18/00,THEL,Adult,Alive,1,in lake,0
10543,8/23/02,HYRE,SubAdult,Alive,2,in lake,0
10546,7/20/00,HYRE,Tadpole,Alive,20,in lake,0
10548,7/20/00,HYRE,Tadpole,Alive,2,in lake,0
10550,7/21/00,HYRE,Tadpole,Alive,9,in lake,0
10551,7/22/00,HYRE,Tadpole,Alive,150,fringing habitat,0
10552,7/22/00,HYRE,Tadpole,Alive,250,fringing habitat,0
10552,7/22/00,THEL,Adult,Alive,1,fringing habitat,0
10554,7/22/00,HYRE,Tadpole,Alive,425,fringing habitat,0
10558,7/23/00,HYRE,Tadpole,Alive,20,in lake,0
10558,7/23/00,RAMU,Adult,Alive,1,in lake,0
10558,8/22/02,THEL,Adult,Alive,2,in lake,0
10559,7/23/00,HYRE,Tadpole,Alive,62,in lake,0
10559,7/23/00,THEL,Adult,Alive,1,in lake,0
10560,8/22/02,THEL,Adult,Alive,1,in lake,0
10563,6/24/00,HYRE,Tadpole,Alive,10,in lake,0
10564,7/13/00,HYRE,Tadpole,Alive,110,in lake,0
10564,7/13/00,THEL,Adult,Alive,1,in lake,0
10564,8/22/02,HYRE,SubAdult,Alive,2,in lake,0
10566,8/22/02,HYRE,Tadpole,Alive,4,in lake,0
10566,8/22/02,THEL,Adult,Alive,1,in lake,0
10567,7/14/00,HYRE,Tadpole,Alive,125,in lake,0
10568,7/13/00,HYRE,Tadpole,Alive,25,in lake,0
10570,7/25/00,HYRE,Tadpole,Alive,450,fringing habitat,0
10570,7/25/00,HYRE,Tadpole,Alive,138,in lake,0
10570,7/25/00,RAMU,Adult,Alive,2,in lake,0
10570,7/25/00,RAMU,SubAdult,Alive,5,in lake,0
10570,7/25/00,RAMU,Tadpole,Alive,138,in lake,0
10570,7/25/00,THEL,Adult,Alive,2,in lake,0
10571,7/25/00,HYRE,Tadpole,Alive,243,in lake,0
10571,7/25/00,RAMU,Adult,Alive,19,in lake,0
10571,7/25/00,RAMU,SubAdult,Alive,3,in lake,0
10571,7/25/00,RAMU,Tadpole,Alive,185,in lake,1
10573,7/13/00,RAMU,Adult,Alive,2,fringing habitat,0
10576,7/15/00,RAMU,Adult,Alive,1,fringing habitat,0
10576,8/21/02,HYRE,SubAdult,Alive,3,in lake,0
10576,8/21/02,HYRE,Tadpole,Alive,4,in lake,0
10576,8/21/02,HYRE,Tadpole,Alive,9,outlet,0
10577,8/26/01,RAMU,Adult,Alive,1,in lake,0
10578,8/27/01,HYRE,SubAdult,Alive,6,in lake,0
10578,8/27/01,THEL,Adult,Alive,2,in lake,0
10579,8/27/01,THEL,SubAdult,Alive,1,in lake,0
10580,8/29/01,HYRE,SubAdult,Alive,2,in lake,0
10580,8/29/01,HYRE,Tadpole,Alive,8,in lake,0
10582,7/12/00,RAMU,Tadpole,Alive,9,in lake,0
10582,7/12/00,THEL,Adult,Alive,1,in lake,0
10582,8/21/02,HYRE,Tadpole,Alive,19,in lake,0
10582,8/21/02,RAMU,Adult,Alive,1,in lake,0
10582,8/21/02,RAMU,Adult,Alive,1,outlet,0
10582,8/21/02,RAMU,SubAdult,Alive,1,in lake,0
10582,8/21/02,RAMU,SubAdult,Alive,2,outlet,0
10582,8/21/02,THEL,Adult,Alive,2,in lake,0
10583,8/28/01,HYRE,SubAdult,Alive,6,in lake,0
10583,8/28/01,RAMU,Adult,Alive,3,in lake,0
10583,8/28/01,THEL,Adult,Alive,4,in lake,0
10584,8/20/02,HYRE,SubAdult,Alive,1,in lake,0
10584,8/20/02,HYRE,Tadpole,Alive,164,in lake,0
10584,8/20/02,RAMU,Adult,Alive,5,inlet,0
10584,8/20/02,RAMU,Adult,Alive,1,outlet,0
10584,8/20/02,RAMU,SubAdult,Alive,3,inlet,0
10585,7/11/00,HYRE,Tadpole,Alive,30,in lake,0
10585,8/20/02,HYRE,SubAdult,Alive,1,in lake,0
10586,8/20/02,HYRE,Tadpole,Alive,32,in lake,0
10586,8/20/02,RAMU,Adult,Alive,1,in lake,0
10588,7/10/00,HYRE,Tadpole,Alive,2,in lake,0
10589,7/10/00,HYRE,Tadpole,Alive,125,in lake,0
10590,7/10/00,HYRE,Tadpole,Alive,50,fringing habitat,0
10590,7/10/00,HYRE,Tadpole,Alive,300,in lake,0
10590,7/10/00,THEL,Adult,Alive,1,fringing habitat,0
10590,7/10/00,THEL,Adult,Alive,2,in lake,0
10591,7/9/00,HYRE,Tadpole,Alive,250,fringing habitat,0
10591,7/9/00,RAMU,Tadpole,Alive,10,in lake,0
10592,7/9/00,RAMU,Adult,Alive,1,fringing habitat,0
10592,7/9/00,RAMU,Tadpole,Alive,5,fringing habitat,0
10592,8/20/02,HYRE,Tadpole,Alive,1,in lake,0
10592,8/20/02,THEL,Adult,Alive,1,in lake,0
10593,7/8/00,RAMU,Adult,Alive,2,fringing habitat,0
10593,7/8/00,RAMU,Adult,Alive,2,in lake,0
10593,7/8/00,RAMU,SubAdult,Alive,4,in lake,0
10593,7/8/00,RAMU,Tadpole,Alive,276,in lake,1
10593,8/19/02,HYRE,Tadpole,Alive,20,in lake,0
10593,8/19/02,RAMU,Adult,Alive,2,in lake,0
10593,8/19/02,RAMU,Adult,Alive,1,outlet,0
10593,8/19/02,RAMU,SubAdult,Alive,3,in lake,0
10593,8/19/02,RAMU,Tadpole,Alive,20,in lake,0
10594,7/7/00,HYRE,Tadpole,Alive,200,in lake,0
10594,7/7/00,RAMU,Tadpole,Alive,4,in lake,0
10594,8/19/02,HYRE,Adult,Alive,1,fringing habitat,0
10594,8/19/02,HYRE,Tadpole,Alive,2650,in lake,0
10594,8/19/02,THEL,Adult,Alive,1,in lake,0
10594,8/19/02,THEL,SubAdult,Alive,2,in lake,0
10599,7/16/02,RAMU,Adult,Alive,18,in lake,0
10599,7/16/02,RAMU,SubAdult,Alive,331,in lake,0
10599,7/16/02,RAMU,Tadpole,Alive,387,in lake,0
10602,7/15/02,RAMU,Adult,Alive,3,in lake,0
10604,7/15/02,RAMU,Adult,Alive,1,in lake,0
10615,7/5/02,RAMU,Adult,Alive,1,outlet,0
10615,7/5/02,RAMU,Tadpole,Alive,3,outlet,0
10627,7/7/02,HYRE,Tadpole,Alive,175,fringing habitat,0
10632,6/25/02,RAMU,Adult,Alive,1,in lake,0
10635,6/24/02,HYRE,Tadpole,Alive,50,in lake,0
10641,7/7/02,HYRE,Tadpole,Alive,60,in lake,0
10641,7/7/02,THEL,Adult,Alive,3,in lake,0
10642,7/1/02,HYRE,Tadpole,Alive,327,in lake,0
10643,6/29/02,HYRE,Tadpole,Alive,20,in lake,0
10643,6/29/02,THEL,Adult,Alive,1,in lake,0
10660,7/2/02,HYRE,Tadpole,Alive,32,in lake,0
10661,6/28/02,HYRE,Tadpole,Alive,31,in lake,0
10662,6/28/02,HYRE,Tadpole,Alive,1,in lake,0
10663,6/26/02,HYRE,Tadpole,Alive,5,in lake,0
10664,6/26/02,HYRE,Tadpole,Alive,13,in lake,0
10665,6/26/02,HYRE,Tadpole,Alive,137,in lake,0
10669,6/25/02,HYRE,Tadpole,Alive,73,fringing habitat,0
10670,6/25/02,THEL,Adult,Alive,1,in lake,0
10671,7/5/02,HYRE,Tadpole,Alive,16,in lake,0
10672,7/5/02,HYRE,Tadpole,Alive,199,in lake,0
10676,8/11/00,HYRE,Tadpole,Alive,14,in lake,0
10676,8/11/00,THEL,Adult,Alive,1,fringing habitat,0
10680,6/24/02,HYRE,Tadpole,Alive,20,fringing habitat,0
10682,6/23/02,HYRE,Tadpole,Alive,59,in lake,0
10682,6/23/02,THEL,Adult,Alive,3,in lake,0
10683,6/23/02,HYRE,Tadpole,Alive,1060,in lake,0
10683,6/23/02,THEL,Adult,Alive,3,in lake,0
10684,6/23/02,HYRE,Tadpole,Alive,8,in lake,0
10684,6/23/02,THEL,Adult,Alive,1,in lake,0
10686,6/22/02,HYRE,Adult,Alive,2,in lake,0
10686,6/22/02,THEL,Adult,Alive,2,in lake,0
10688,6/22/02,HYRE,Tadpole,Alive,8,in lake,0
10688,6/22/02,HYRE,Tadpole,Alive,5,outlet,0
10691,7/22/02,HYRE,Tadpole,Alive,80,in lake,0
10694,7/21/02,HYRE,Tadpole,Alive,25,in lake,0
10695,7/22/02,HYRE,Tadpole,Alive,100,fringing habitat,0
10695,7/22/02,HYRE,Tadpole,Alive,120,in lake,0
10695,7/22/02,HYRE,Tadpole,Alive,52,inlet,0
10696,7/13/00,HYRE,Tadpole,Alive,3,in lake,0
10697,7/15/00,HYRE,Tadpole,Alive,60,in lake,0
10697,7/15/00,RAMU,Adult,Alive,3,in lake,0
10697,7/15/00,RAMU,Tadpole,Alive,4,in lake,0
10697,7/15/00,THEL,Adult,Alive,1,fringing habitat,0
10697,8/21/02,HYRE,Tadpole,Alive,3,in lake,0
10697,8/21/02,RAMU,Adult,Alive,3,in lake,0
10697,8/21/02,RAMU,Tadpole,Alive,1,in lake,0
10699,7/21/00,HYRE,Tadpole,Alive,18,in lake,0
10699,7/21/00,THEL,Adult,Alive,1,in lake,0
10700,7/21/00,HYRE,Tadpole,Alive,19,in lake,0
10701,7/22/02,HYRE,Tadpole,Alive,3,in lake,0
10703,8/28/01,THEL,Adult,Alive,1,in lake,0
10704,7/17/01,BUCA,Tadpole,Alive,70,in lake,0
10706,7/13/01,HYRE,Tadpole,Alive,650,in lake,0
10706,7/13/01,THEL,SubAdult,Alive,1,in lake,0
10803,7/22/02,HYRE,Tadpole,Alive,1675,in lake,0
10805,8/13/02,HYRE,SubAdult,Alive,2,in lake,0
10806,8/13/02,RAMU,Adult,Alive,1,inlet,0
10808,7/31/02,HYRE,Tadpole,Alive,289,in lake,0
10808,7/31/02,THEL,SubAdult,Alive,2,in lake,0
10809,7/31/02,HYRE,Tadpole,Alive,59,in lake,0
10810,7/2/02,HYRE,Tadpole,Alive,896,in lake,0
10811,6/30/02,HYRE,Tadpole,Alive,80,in lake,0
10812,6/28/02,HYRE,Tadpole,Alive,46,fringing habitat,0
10813,6/29/02,HYRE,Tadpole,Alive,278,in lake,0
10813,6/29/02,THEL,Adult,Alive,3,in lake,0
10813,6/29/02,THEL,SubAdult,Alive,4,in lake,0
10816,7/4/02,HYRE,Tadpole,Alive,88,in lake,0
10816,7/4/02,THEL,Adult,Alive,3,in lake,0
10816,7/4/02,THEL,SubAdult,Alive,1,in lake,0
11008,6/30/00,RAMU,Adult,Alive,52,fringing habitat,0
11009,6/30/00,RAMU,Adult,Alive,176,in lake,0
11009,6/30/00,RAMU,SubAdult,Alive,100,in lake,0
11009,6/30/00,RAMU,Tadpole,Alive,350,in lake,0
11027,6/29/00,RAMU,Tadpole,Alive,125,in lake,0
11028,6/28/00,RAMU,SubAdult,Alive,1,fringing habitat,0
11028,6/28/00,RAMU,SubAdult,Alive,2,in lake,0
11029,6/28/00,RAMU,Adult,Alive,9,inlet,0
11029,6/28/00,RAMU,SubAdult,Alive,7,fringing habitat,0
11029,6/28/00,RAMU,Tadpole,Alive,118,in lake,0
11030,6/29/00,RAMU,Adult,Alive,13,in lake,0
11030,6/29/00,RAMU,SubAdult,Alive,6,in lake,0
11030,6/29/00,RAMU,Tadpole,Alive,2,in lake,0
11033,6/25/00,RAMU,Tadpole,Alive,5,in lake,1
11060,8/29/97,HYRE,SubAdult,Alive,45,in lake,0
11060,8/29/97,HYRE,Tadpole,Alive,880,in lake,0
11060,7/30/02,HYRE,Tadpole,Alive,1871,in lake,0
11062,8/31/97,HYRE,SubAdult,Alive,79,in lake,0
11062,8/31/97,HYRE,Tadpole,Alive,20,in lake,0
11063,9/9/97,HYRE,Adult,Alive,1,in lake,0
11063,9/9/97,HYRE,Tadpole,Alive,160,in lake,0
11064,9/9/97,HYRE,Tadpole,Alive,26,in lake,0
11064,9/9/97,RAMU,Adult,Alive,107,in lake,0
11064,9/9/97,RAMU,SubAdult,Alive,34,in lake,0
11064,9/9/97,RAMU,Tadpole,Alive,281,in lake,0
11064,7/31/02,HYRE,Tadpole,Alive,250,in lake,0
11064,7/31/02,RAMU,Adult,Alive,32,in lake,0
11064,7/31/02,RAMU,SubAdult,Alive,15,in lake,0
11064,7/31/02,RAMU,Tadpole,Alive,150,in lake,0
11065,9/10/97,RAMU,Adult,Alive,10,in lake,0
11065,9/10/97,RAMU,SubAdult,Alive,1,in lake,0
11065,9/10/97,RAMU,Tadpole,Alive,6,in lake,0
11065,8/3/02,HYRE,Tadpole,Alive,250,in lake,0
11065,8/3/02,RAMU,Adult,Alive,14,in lake,0
11065,8/3/02,RAMU,SubAdult,Alive,9,in lake,0
11066,9/10/97,RAMU,Adult,Alive,7,in lake,0
11066,9/10/97,RAMU,Tadpole,Alive,3,in lake,0
11066,8/3/02,HYRE,Tadpole,Alive,155,in lake,0
11066,8/3/02,RAMU,Adult,Alive,17,in lake,0
11067,9/10/97,HYRE,SubAdult,Alive,2,in lake,0
11067,9/10/97,HYRE,Tadpole,Alive,1,in lake,0
11068,9/10/97,HYRE,SubAdult,Alive,1,in lake,0
11068,9/10/97,RAMU,Adult,Alive,1,fringing habitat,0
11068,9/10/97,RAMU,Adult,Alive,8,in lake,0
11068,9/10/97,RAMU,SubAdult,Alive,7,in lake,0
11068,9/10/97,RAMU,Tadpole,Alive,1,in lake,0
11068,8/1/02,RAMU,Adult,Alive,38,in lake,0
11068,8/1/02,RAMU,Adult,Alive,6,outlet,0
11068,8/1/02,RAMU,SubAdult,Alive,4,in lake,0
11068,8/1/02,RAMU,SubAdult,Alive,3,outlet,0
11068,8/1/02,RAMU,Tadpole,Alive,161,in lake,0
11068,8/1/02,RAMU,Tadpole,Alive,1,outlet,0
11069,9/10/97,HYRE,SubAdult,Alive,3,in lake,0
11069,9/10/97,RAMU,Adult,Alive,52,in lake,0
11069,9/10/97,RAMU,SubAdult,Alive,111,in lake,0
11069,9/10/97,RAMU,Tadpole,Alive,885,in lake,0
11069,8/1/02,RAMU,Adult,Alive,15,in lake,0
11069,8/1/02,RAMU,SubAdult,Alive,52,in lake,0
11069,8/1/02,RAMU,Tadpole,Alive,507,in lake,1
11070,9/10/97,HYRE,SubAdult,Alive,1,in lake,0
11070,9/10/97,RAMU,Adult,Alive,36,in lake,0
11070,9/10/97,RAMU,SubAdult,Alive,70,in lake,0
11070,9/10/97,RAMU,Tadpole,Alive,58,in lake,0
11070,8/3/02,HYRE,Tadpole,Alive,94,in lake,0
11070,8/3/02,RAMU,Adult,Alive,10,in lake,0
11070,8/3/02,RAMU,SubAdult,Alive,44,in lake,0
11070,8/3/02,RAMU,Tadpole,Alive,36,in lake,0
11071,9/11/97,RAMU,Adult,Alive,9,in lake,0
11071,9/11/97,RAMU,SubAdult,Alive,6,in lake,0
11071,8/2/02,RAMU,Adult,Alive,5,in lake,0
11071,8/2/02,RAMU,Adult,Alive,4,outlet,0
11071,8/2/02,RAMU,SubAdult,Alive,2,fringing habitat,0
11071,8/2/02,RAMU,SubAdult,Alive,22,in lake,0
11071,8/2/02,RAMU,SubAdult,Alive,2,outlet,0
11071,8/2/02,RAMU,Tadpole,Alive,2,in lake,0
11072,9/11/97,HYRE,SubAdult,Alive,5,in lake,0
11072,8/4/02,HYRE,SubAdult,Alive,1,in lake,0
11073,9/11/97,HYRE,SubAdult,Alive,11,in lake,0
11073,9/11/97,RAMU,Adult,Alive,14,in lake,0
11073,8/4/02,RAMU,Adult,Alive,1,in lake,0
11073,8/4/02,RAMU,Adult,Alive,8,inlet,0
11074,9/11/97,HYRE,SubAdult,Alive,44,in lake,0
11074,9/11/97,RAMU,Adult,Alive,106,in lake,0
11074,9/11/97,RAMU,SubAdult,Alive,10,in lake,0
11074,9/11/97,RAMU,Tadpole,Alive,44,in lake,0
11074,8/4/02,HYRE,SubAdult,Alive,4,in lake,0
11074,8/4/02,HYRE,Tadpole,Alive,130,in lake,0
11074,8/4/02,HYRE,Tadpole,Alive,38,outlet,0
11074,8/4/02,RAMU,Adult,Alive,10,in lake,0
11074,8/4/02,RAMU,Adult,Alive,7,outlet,0
11074,8/4/02,RAMU,SubAdult,Alive,41,in lake,0
11074,8/4/02,RAMU,SubAdult,Alive,20,outlet,0
11074,8/4/02,RAMU,Tadpole,Alive,291,in lake,0
11074,8/4/02,RAMU,Tadpole,Alive,22,outlet,0
11074,8/4/02,THEL,Adult,Alive,1,in lake,0
11075,9/11/97,HYRE,SubAdult,Alive,3,in lake,0
11075,9/11/97,RAMU,Adult,Alive,37,in lake,0
11075,9/11/97,RAMU,Tadpole,Alive,1,in lake,0
11075,8/4/02,HYRE,Tadpole,Alive,17,in lake,0
11075,8/4/02,RAMU,Adult,Alive,11,in lake,0
11075,8/4/02,RAMU,Adult,Alive,4,outlet,0
11075,8/4/02,RAMU,SubAdult,Alive,12,in lake,0
11075,8/4/02,RAMU,SubAdult,Alive,5,outlet,0
11075,8/4/02,RAMU,Tadpole,Alive,253,in lake,0
11075,8/4/02,THEL,Adult,Alive,1,in lake,0
11076,9/11/97,HYRE,SubAdult,Alive,17,in lake,0
11076,9/11/97,RAMU,Adult,Alive,17,in lake,0
11076,8/4/02,RAMU,Adult,Alive,3,fringing habitat,0
11076,8/4/02,RAMU,Adult,Alive,3,in lake,0
11076,8/4/02,RAMU,Adult,Alive,5,inlet,0
11076,8/4/02,RAMU,SubAdult,Alive,8,fringing habitat,0
11076,8/4/02,RAMU,SubAdult,Alive,2,in lake,0
11076,8/4/02,RAMU,SubAdult,Alive,9,inlet,0
11077,9/11/97,HYRE,SubAdult,Alive,3,in lake,0
11077,9/11/97,RAMU,Adult,Alive,4,in lake,0
11077,8/5/02,HYRE,SubAdult,Alive,1,in lake,0
11077,8/5/02,RAMU,Adult,Alive,1,in lake,0
11077,8/5/02,RAMU,SubAdult,Alive,2,in lake,0
11079,9/12/97,HYRE,SubAdult,Alive,2,in lake,0
11079,9/12/97,RAMU,Adult,Alive,1,in lake,0
11080,9/13/97,RAMU,Adult,Alive,17,in lake,0
11080,9/13/97,RAMU,Tadpole,Alive,260,in lake,0
11080,8/4/02,RAMU,Adult,Alive,17,in lake,0
11080,8/4/02,RAMU,SubAdult,Alive,4,fringing habitat,0
11080,8/4/02,RAMU,SubAdult,Alive,49,in lake,0
11080,8/4/02,RAMU,Tadpole,Alive,143,in lake,0
11081,9/13/97,RAMU,Adult,Alive,2,in lake,0
11081,8/4/02,HYRE,Tadpole,Alive,136,in lake,0
11081,8/4/02,RAMU,Adult,Alive,2,in lake,0
11083,9/13/97,HYRE,SubAdult,Alive,1,in lake,0
11083,9/13/97,RAMU,Adult,Alive,13,in lake,0
11083,9/13/97,RAMU,Tadpole,Alive,5,in lake,0
11083,8/4/02,HYRE,SubAdult,Alive,1,fringing habitat,0
11083,8/4/02,RAMU,Adult,Alive,14,in lake,0
11084,9/12/97,HYRE,SubAdult,Alive,5,in lake,0
11085,9/12/97,HYRE,SubAdult,Alive,4,in lake,0
11086,8/5/02,HYRE,SubAdult,Alive,2,fringing habitat,0
11086,8/5/02,HYRE,SubAdult,Alive,1,in lake,0
11086,8/5/02,HYRE,Tadpole,Alive,486,fringing habitat,0
11086,8/5/02,HYRE,Tadpole,Alive,1006,in lake,0
11086,8/5/02,RAMU,Adult,Alive,1,fringing habitat,0
11087,9/12/97,HYRE,SubAdult,Alive,41,in lake,0
11087,9/12/97,HYRE,Tadpole,Alive,129,in lake,0
11089,9/13/97,HYRE,SubAdult,Alive,1,in lake,0
11089,8/5/02,HYRE,Tadpole,Alive,931,in lake,0
11090,8/5/02,HYRE,Tadpole,Alive,770,in lake,0
11093,8/5/02,HYRE,Tadpole,Alive,1,in lake,0
11095,9/13/97,RAMU,Tadpole,Alive,110,in lake,0
11095,8/2/02,HYRE,Tadpole,Alive,221,in lake,0
11096,9/13/97,RAMU,Adult,Alive,153,in lake,0
11096,8/2/02,RAMU,Adult,Alive,60,in lake,0
11096,8/2/02,RAMU,Adult,Alive,2,outlet,0
11116,7/19/00,HYRE,Tadpole,Alive,66,in lake,0
11118,7/19/00,HYRE,Tadpole,Alive,479,in lake,0
11123,8/16/00,HYRE,SubAdult,Alive,15,in lake,0
11123,8/16/00,HYRE,Tadpole,Alive,177,in lake,0
11132,8/15/00,HYRE,SubAdult,Alive,1,in lake,0
11133,8/15/00,HYRE,SubAdult,Alive,4,in lake,0
11133,8/15/00,HYRE,Tadpole,Alive,7,in lake,0
11134,8/14/00,THEL,SubAdult,Alive,1,in lake,0
11135,7/20/02,HYRE,Tadpole,Alive,5,in lake,0
11136,7/20/02,HYRE,Tadpole,Alive,15,in lake,0
11137,7/20/02,HYRE,Tadpole,Alive,200,in lake,0
11138,7/20/02,HYRE,Tadpole,Alive,1,in lake,0
11143,7/19/02,HYRE,Tadpole,Alive,66,in lake,0
11150,9/10/97,HYRE,Tadpole,Alive,9,in lake,0
11150,8/6/02,HYRE,Tadpole,Alive,25,fringing habitat,0
11150,8/6/02,HYRE,Tadpole,Alive,85,in lake,0
11150,8/6/02,HYRE,Tadpole,Alive,79,outlet,0
11150,8/6/02,THEL,Adult,Alive,3,in lake,0
11159,9/5/97,HYRE,SubAdult,Alive,2,in lake,0
11159,9/5/97,HYRE,Tadpole,Alive,26,in lake,0
11159,9/5/97,RAMU,Adult,Alive,10,in lake,0
11159,8/15/02,HYRE,SubAdult,Alive,24,in lake,0
11159,8/15/02,HYRE,Tadpole,Alive,72,in lake,0
11159,8/15/02,RAMU,Adult,Alive,3,in lake,0
11166,8/24/97,HYRE,SubAdult,Alive,4,in lake,0
11166,8/24/97,HYRE,Tadpole,Alive,349,in lake,0
11167,8/25/97,HYRE,SubAdult,Alive,872,in lake,0
11167,8/25/97,HYRE,Tadpole,Alive,860,in lake,0
11167,8/25/97,RAMU,Adult,Alive,6,in lake,0
11167,8/14/02,HYRE,SubAdult,Alive,22,in lake,0
11167,8/14/02,HYRE,Tadpole,Alive,1237,in lake,0
11169,9/5/97,HYRE,SubAdult,Alive,56,in lake,0
11169,9/5/97,HYRE,Tadpole,Alive,62,in lake,0
11169,9/5/97,RAMU,Adult,Alive,11,in lake,0
11169,9/5/97,RAMU,SubAdult,Alive,12,in lake,0
11169,9/5/97,RAMU,Tadpole,Alive,621,in lake,0
11169,8/13/02,HYRE,Adult,Alive,1,in lake,0
11169,8/13/02,HYRE,SubAdult,Alive,3,fringing habitat,0
11169,8/13/02,HYRE,SubAdult,Alive,4,in lake,0
11169,8/13/02,HYRE,Tadpole,Alive,43,in lake,0
11169,8/13/02,RAMU,SubAdult,Alive,1,fringing habitat,0
11169,8/13/02,RAMU,SubAdult,Alive,1,in lake,0
11169,8/13/02,RAMU,Tadpole,Alive,10,fringing habitat,0
11169,8/13/02,RAMU,Tadpole,Alive,102,in lake,0
11169,8/13/02,THEL,Adult,Alive,1,in lake,0
11170,9/7/97,HYRE,Tadpole,Alive,1,in lake,0
11170,9/7/97,RAMU,Adult,Alive,2,in lake,0
11170,9/7/97,RAMU,Tadpole,Alive,26,in lake,0
11171,9/7/97,RAMU,Adult,Alive,1,fringing habitat,0
11171,9/7/97,RAMU,Adult,Alive,1,in lake,0
11173,9/7/97,HYRE,SubAdult,Alive,1,fringing habitat,0
11173,9/7/97,HYRE,SubAdult,Alive,2,in lake,0
11174,9/6/97,RAMU,Adult,Alive,1,in lake,0
11174,8/14/02,RAMU,Adult,Alive,1,in lake,0
11185,8/16/02,HYRE,SubAdult,Alive,2,in lake,0
11187,8/19/97,HYRE,Tadpole,Alive,52,in lake,0
11188,8/19/97,HYRE,SubAdult,Alive,5,fringing habitat,0
11188,8/19/97,HYRE,SubAdult,Alive,26,in lake,0
11188,8/19/97,HYRE,Tadpole,Alive,255,in lake,0
11188,8/19/97,RAMU,Adult,Alive,14,in lake,0
11188,8/19/97,RAMU,SubAdult,Alive,35,in lake,0
11188,8/19/97,RAMU,Tadpole,Alive,752,in lake,0
11188,8/17/02,HYRE,SubAdult,Alive,2,in lake,0
11188,8/17/02,RAMU,Adult,Alive,3,in lake,0
11188,8/17/02,RAMU,SubAdult,Alive,99,in lake,0
11188,8/17/02,RAMU,Tadpole,Alive,633,in lake,1
11188,8/17/02,THEL,Adult,Alive,1,in lake,0
11189,8/19/97,HYRE,SubAdult,Alive,1,fringing habitat,0
11189,8/19/97,RAMU,Adult,Alive,8,fringing habitat,0
11189,8/17/02,RAMU,Adult,Alive,1,in lake,0
11189,8/17/02,RAMU,Adult,Alive,2,inlet,0
11192,8/20/97,RAMU,Adult,Alive,33,fringing habitat,0
11192,8/20/97,RAMU,Adult,Alive,92,in lake,0
11192,8/20/97,RAMU,SubAdult,Alive,2,in lake,0
11192,8/18/02,HYRE,Adult,Alive,1,outlet,0
11192,8/18/02,RAMU,Adult,Alive,3,fringing habitat,0
11192,8/18/02,RAMU,Adult,Alive,36,in lake,0
11192,8/18/02,RAMU,Adult,Alive,8,inlet,0
11192,8/18/02,RAMU,Adult,Alive,14,outlet,0
11192,8/18/02,RAMU,SubAdult,Alive,4,fringing habitat,0
11192,8/18/02,RAMU,SubAdult,Alive,4,in lake,0
11192,8/18/02,RAMU,SubAdult,Alive,4,outlet,0
11193,8/24/97,RAMU,Adult,Alive,22,in lake,0
11193,8/24/97,RAMU,SubAdult,Alive,42,in lake,0
11193,8/24/97,RAMU,Tadpole,Alive,381,in lake,0
11193,8/17/02,RAMU,Adult,Alive,56,in lake,0
11193,8/17/02,RAMU,SubAdult,Alive,101,in lake,0
11193,8/17/02,RAMU,Tadpole,Alive,130,in lake,0
11194,8/23/97,HYRE,Tadpole,Alive,11,in lake,0
11194,8/17/02,HYRE,SubAdult,Alive,1,in lake,0
11194,8/17/02,HYRE,Tadpole,Alive,18,in lake,0
11195,8/23/97,HYRE,SubAdult,Alive,238,in lake,0
11195,8/23/97,HYRE,Tadpole,Alive,1004,in lake,0
11196,8/23/97,HYRE,SubAdult,Alive,42,in lake,0
11196,8/23/97,HYRE,Tadpole,Alive,147,in lake,0
11197,8/22/97,RAMU,Adult,Alive,5,in lake,0
11197,8/22/97,RAMU,SubAdult,Alive,1,in lake,0
11197,8/17/02,RAMU,Adult,Alive,6,in lake,0
11202,8/21/97,HYRE,Tadpole,Alive,1,in lake,0
11202,8/21/97,RAMU,Adult,Alive,1,fringing habitat,0
11202,8/21/97,RAMU,Adult,Alive,5,in lake,0
11202,8/21/97,RAMU,Tadpole,Alive,1,in lake,0
11203,8/21/97,RAMU,Adult,Alive,3,in lake,0
11203,8/19/02,RAMU,Adult,Alive,3,in lake,0
11204,8/21/97,RAMU,Adult,Alive,6,fringing habitat,0
11204,8/21/97,RAMU,Adult,Alive,9,in lake,0
11204,8/21/97,RAMU,Tadpole,Alive,1,in lake,0
11204,8/19/02,RAMU,Adult,Alive,18,in lake,0
11204,8/19/02,RAMU,Adult,Alive,2,inlet,0
11204,8/19/02,RAMU,SubAdult,Alive,8,in lake,0
11206,8/21/97,HYRE,Tadpole,Alive,7,in lake,0
11206,8/21/97,RAMU,Adult,Alive,20,in lake,0
11206,8/21/97,RAMU,SubAdult,Alive,3,in lake,0
